disease_name,year,week,week_date,male_count,female_count,total_count,sentinel_points,data_type
感染性胃腸炎,2017,30,2017-W30,558,531,1089,263,gender
水痘,2017,30,2017-W30,42,33,75,263,gender
手足口病,2017,30,2017-W30,1511,1342,2853,263,gender
突発性発しん,2017,30,2017-W30,85,73,158,263,gender
ヘルパンギーナ,2017,30,2017-W30,335,334,669,263,gender
流行性耳下腺炎,2017,30,2017-W30,32,37,69,263,gender
川崎病,2017,30,2017-W30,2,1,3,263,gender
インフルエンザ,2006,19,2006-W19,4,5,9,178,gender
RSウイルス感染症,2006,19,2006-W19,0,1,1,142,gender
咽頭結膜熱,2006,19,2006-W19,50,38,88,142,gender
Ａ群溶血性レンサ球菌咽頭炎,2006,19,2006-W19,136,133,269,142,gender
感染性胃腸炎,2006,19,2006-W19,395,388,783,142,gender
水痘,2006,19,2006-W19,191,180,371,142,gender
手足口病,2006,19,2006-W19,8,7,15,142,gender
突発性発しん,2006,19,2006-W19,37,48,85,142,gender
ヘルパンギーナ,2006,19,2006-W19,25,30,55,142,gender
流行性耳下腺炎,2006,19,2006-W19,46,43,89,142,gender
川崎病,2006,19,2006-W19,1,1,2,142,gender
インフルエンザ,2025,16,2025-W16,192,202,394,418,gender
新型コロナウイルス感染症（COVID-19）,2025,16,2025-W16,195,235,430,418,gender
RSウイルス感染症,2025,16,2025-W16,56,49,105,264,gender
咽頭結膜熱,2025,16,2025-W16,42,21,63,264,gender
Ａ群溶血性レンサ球菌咽頭炎,2025,16,2025-W16,501,413,914,264,gender
感染性胃腸炎,2025,16,2025-W16,1100,907,2007,264,gender
水痘,2025,16,2025-W16,67,67,134,264,gender
手足口病,2025,16,2025-W16,5,10,15,264,gender
突発性発しん,2025,16,2025-W16,30,35,65,264,gender
ヘルパンギーナ,2025,16,2025-W16,0,0,0,264,gender
流行性耳下腺炎,2025,16,2025-W16,5,4,9,264,gender
川崎病,2025,16,2025-W16,3,5,8,264,gender
インフルエンザ,2015,43,2015-W43,21,28,49,414,gender
RSウイルス感染症,2015,43,2015-W43,208,176,384,261,gender
咽頭結膜熱,2015,43,2015-W43,32,34,66,261,gender
Ａ群溶血性レンサ球菌咽頭炎,2015,43,2015-W43,302,237,539,261,gender
感染性胃腸炎,2015,43,2015-W43,639,550,1189,261,gender
水痘,2015,43,2015-W43,61,46,107,261,gender
手足口病,2015,43,2015-W43,93,87,180,261,gender
突発性発しん,2015,43,2015-W43,70,76,146,261,gender
ヘルパンギーナ,2015,43,2015-W43,29,19,48,261,gender
流行性耳下腺炎,2015,43,2015-W43,84,72,156,261,gender
川崎病,2015,43,2015-W43,1,0,1,261,gender
インフルエンザ,2018,13,2018-W13,375,413,788,415,gender
RSウイルス感染症,2018,13,2018-W13,38,30,68,261,gender
咽頭結膜熱,2018,13,2018-W13,28,23,51,261,gender
Ａ群溶血性レンサ球菌咽頭炎,2018,13,2018-W13,316,237,553,261,gender
感染性胃腸炎,2018,13,2018-W13,612,572,1184,261,gender
水痘,2018,13,2018-W13,37,47,84,261,gender
手足口病,2018,13,2018-W13,3,6,9,261,gender
突発性発しん,2018,13,2018-W13,67,56,123,261,gender
ヘルパンギーナ,2018,13,2018-W13,1,0,1,261,gender
流行性耳下腺炎,2018,13,2018-W13,10,4,14,261,gender
川崎病,2018,13,2018-W13,0,2,2,261,gender
インフルエンザ,2005,5,2005-W05,2355,2241,4596,178,gender
RSウイルス感染症,2005,5,2005-W05,7,4,11,142,gender
咽頭結膜熱,2005,5,2005-W05,10,8,18,142,gender
Ａ群溶血性レンサ球菌咽頭炎,2005,5,2005-W05,73,66,139,142,gender
感染性胃腸炎,2005,5,2005-W05,620,635,1255,142,gender
水痘,2005,5,2005-W05,75,63,138,142,gender
手足口病,2005,5,2005-W05,6,9,15,142,gender
突発性発しん,2005,5,2005-W05,33,37,70,142,gender
ヘルパンギーナ,2005,5,2005-W05,3,0,3,142,gender
流行性耳下腺炎,2005,5,2005-W05,55,33,88,142,gender
川崎病,2005,5,2005-W05,0,0,0,142,gender
インフルエンザ,2022,52,2022-W52,620,519,1139,387,gender
RSウイルス感染症,2022,52,2022-W52,5,4,9,247,gender
咽頭結膜熱,2022,52,2022-W52,13,12,25,247,gender
Ａ群溶血性レンサ球菌咽頭炎,2022,52,2022-W52,25,15,40,247,gender
感染性胃腸炎,2022,52,2022-W52,923,815,1738,247,gender
水痘,2022,52,2022-W52,17,7,24,247,gender
手足口病,2022,52,2022-W52,10,10,20,247,gender
突発性発しん,2022,52,2022-W52,19,13,32,247,gender
ヘルパンギーナ,2022,52,2022-W52,6,4,10,247,gender
流行性耳下腺炎,2022,52,2022-W52,3,2,5,247,gender
川崎病,2022,52,2022-W52,1,1,2,247,gender
インフルエンザ,2020,21,2020-W21,1,0,1,411,gender
RSウイルス感染症,2020,21,2020-W21,0,1,1,260,gender
咽頭結膜熱,2020,21,2020-W21,4,1,5,260,gender
Ａ群溶血性レンサ球菌咽頭炎,2020,21,2020-W21,32,45,77,260,gender
感染性胃腸炎,2020,21,2020-W21,140,122,262,260,gender
水痘,2020,21,2020-W21,10,12,22,260,gender
手足口病,2020,21,2020-W21,6,8,14,260,gender
突発性発しん,2020,21,2020-W21,45,31,76,260,gender
ヘルパンギーナ,2020,21,2020-W21,1,1,2,260,gender
流行性耳下腺炎,2020,21,2020-W21,7,2,9,260,gender
川崎病,2020,21,2020-W21,4,1,5,260,gender
インフルエンザ,2002,40,2002-W40,0,0,0,178,gender
RSウイルス感染症,2002,40,2002-W40,0,0,0,142,gender
咽頭結膜熱,2002,40,2002-W40,7,1,8,142,gender
Ａ群溶血性レンサ球菌咽頭炎,2002,40,2002-W40,18,24,42,142,gender
感染性胃腸炎,2002,40,2002-W40,173,150,323,142,gender
水痘,2002,40,2002-W40,32,32,64,142,gender
手足口病,2002,40,2002-W40,20,15,35,142,gender
突発性発しん,2002,40,2002-W40,44,58,102,142,gender
ヘルパンギーナ,2002,40,2002-W40,11,7,18,142,gender
流行性耳下腺炎,2002,40,2002-W40,23,25,48,142,gender
川崎病,2002,40,2002-W40,0,0,0,142,gender
インフルエンザ,2004,3,2004-W03,777,698,1475,178,gender
RSウイルス感染症,2004,3,2004-W03,9,3,12,142,gender
咽頭結膜熱,2004,3,2004-W03,7,4,11,142,gender
Ａ群溶血性レンサ球菌咽頭炎,2004,3,2004-W03,48,36,84,142,gender
感染性胃腸炎,2004,3,2004-W03,431,447,878,142,gender
水痘,2004,3,2004-W03,77,86,163,142,gender
手足口病,2004,3,2004-W03,2,5,7,142,gender
突発性発しん,2004,3,2004-W03,34,45,79,142,gender
ヘルパンギーナ,2004,3,2004-W03,1,0,1,142,gender
流行性耳下腺炎,2004,3,2004-W03,19,14,33,142,gender
川崎病,2004,3,2004-W03,2,0,2,142,gender
インフルエンザ,2000,33,2000-W33,0,0,0,178,gender
RSウイルス感染症,2000,33,2000-W33,0,0,0,142,gender
咽頭結膜熱,2000,33,2000-W33,2,7,9,142,gender
Ａ群溶血性レンサ球菌咽頭炎,2000,33,2000-W33,4,8,12,142,gender
感染性胃腸炎,2000,33,2000-W33,72,77,149,142,gender
水痘,2000,33,2000-W33,15,10,25,142,gender
手足口病,2000,33,2000-W33,104,79,183,142,gender
突発性発しん,2000,33,2000-W33,19,21,40,142,gender
ヘルパンギーナ,2000,33,2000-W33,56,46,102,142,gender
流行性耳下腺炎,2000,33,2000-W33,28,29,57,142,gender
川崎病,2000,33,2000-W33,0,0,0,142,gender
インフルエンザ,2009,17,2009-W17,296,313,609,286,gender
RSウイルス感染症,2009,17,2009-W17,5,1,6,147,gender
咽頭結膜熱,2009,17,2009-W17,26,15,41,147,gender
Ａ群溶血性レンサ球菌咽頭炎,2009,17,2009-W17,162,134,296,147,gender
感染性胃腸炎,2009,17,2009-W17,527,449,976,147,gender
水痘,2009,17,2009-W17,80,70,150,147,gender
手足口病,2009,17,2009-W17,3,6,9,147,gender
突発性発しん,2009,17,2009-W17,49,55,104,147,gender
ヘルパンギーナ,2009,17,2009-W17,7,2,9,147,gender
流行性耳下腺炎,2009,17,2009-W17,50,46,96,147,gender
川崎病,2009,17,2009-W17,1,0,1,147,gender
インフルエンザ,2004,47,2004-W47,30,28,58,178,gender
RSウイルス感染症,2004,47,2004-W47,14,7,21,142,gender
咽頭結膜熱,2004,47,2004-W47,9,7,16,142,gender
Ａ群溶血性レンサ球菌咽頭炎,2004,47,2004-W47,59,36,95,142,gender
感染性胃腸炎,2004,47,2004-W47,398,389,787,142,gender
水痘,2004,47,2004-W47,85,63,148,142,gender
手足口病,2004,47,2004-W47,73,75,148,142,gender
突発性発しん,2004,47,2004-W47,31,32,63,142,gender
ヘルパンギーナ,2004,47,2004-W47,5,6,11,142,gender
流行性耳下腺炎,2004,47,2004-W47,34,38,72,142,gender
川崎病,2004,47,2004-W47,1,0,1,142,gender
インフルエンザ,2006,34,2006-W34,0,0,0,178,gender
RSウイルス感染症,2006,34,2006-W34,1,0,1,142,gender
咽頭結膜熱,2006,34,2006-W34,39,27,66,142,gender
Ａ群溶血性レンサ球菌咽頭炎,2006,34,2006-W34,43,28,71,142,gender
感染性胃腸炎,2006,34,2006-W34,183,127,310,142,gender
水痘,2006,34,2006-W34,38,40,78,142,gender
手足口病,2006,34,2006-W34,40,59,99,142,gender
突発性発しん,2006,34,2006-W34,53,58,111,142,gender
ヘルパンギーナ,2006,34,2006-W34,29,31,60,142,gender
流行性耳下腺炎,2006,34,2006-W34,41,26,67,142,gender
川崎病,2006,34,2006-W34,1,0,1,142,gender
インフルエンザ,2019,50,2019-W50,3582,3437,7019,416,gender
RSウイルス感染症,2019,50,2019-W50,21,23,44,261,gender
咽頭結膜熱,2019,50,2019-W50,82,77,159,261,gender
Ａ群溶血性レンサ球菌咽頭炎,2019,50,2019-W50,548,462,1010,261,gender
感染性胃腸炎,2019,50,2019-W50,1146,1040,2186,261,gender
水痘,2019,50,2019-W50,135,111,246,261,gender
手足口病,2019,50,2019-W50,163,142,305,261,gender
突発性発しん,2019,50,2019-W50,58,55,113,261,gender
ヘルパンギーナ,2019,50,2019-W50,18,8,26,261,gender
流行性耳下腺炎,2019,50,2019-W50,7,4,11,261,gender
川崎病,2019,50,2019-W50,5,3,8,261,gender
インフルエンザ,2005,29,2005-W29,0,1,1,178,gender
RSウイルス感染症,2005,29,2005-W29,1,1,2,142,gender
咽頭結膜熱,2005,29,2005-W29,43,37,80,142,gender
Ａ群溶血性レンサ球菌咽頭炎,2005,29,2005-W29,84,46,130,142,gender
感染性胃腸炎,2005,29,2005-W29,188,156,344,142,gender
水痘,2005,29,2005-W29,68,69,137,142,gender
手足口病,2005,29,2005-W29,141,118,259,142,gender
突発性発しん,2005,29,2005-W29,28,36,64,142,gender
ヘルパンギーナ,2005,29,2005-W29,350,337,687,142,gender
流行性耳下腺炎,2005,29,2005-W29,92,90,182,142,gender
川崎病,2005,29,2005-W29,0,0,0,142,gender
インフルエンザ,2015,50,2015-W50,100,81,181,414,gender
RSウイルス感染症,2015,50,2015-W50,179,177,356,261,gender
咽頭結膜熱,2015,50,2015-W50,86,51,137,261,gender
Ａ群溶血性レンサ球菌咽頭炎,2015,50,2015-W50,424,435,859,261,gender
感染性胃腸炎,2015,50,2015-W50,1963,1771,3734,261,gender
水痘,2015,50,2015-W50,100,101,201,261,gender
手足口病,2015,50,2015-W50,20,10,30,261,gender
突発性発しん,2015,50,2015-W50,64,49,113,261,gender
ヘルパンギーナ,2015,50,2015-W50,8,3,11,261,gender
流行性耳下腺炎,2015,50,2015-W50,81,72,153,261,gender
川崎病,2015,50,2015-W50,1,1,2,261,gender
インフルエンザ,2009,29,2009-W29,37,35,72,289,gender
RSウイルス感染症,2009,29,2009-W29,2,3,5,149,gender
咽頭結膜熱,2009,29,2009-W29,35,25,60,149,gender
Ａ群溶血性レンサ球菌咽頭炎,2009,29,2009-W29,90,73,163,149,gender
感染性胃腸炎,2009,29,2009-W29,273,235,508,149,gender
水痘,2009,29,2009-W29,83,58,141,149,gender
手足口病,2009,29,2009-W29,85,82,167,149,gender
突発性発しん,2009,29,2009-W29,53,50,103,149,gender
ヘルパンギーナ,2009,29,2009-W29,86,96,182,149,gender
流行性耳下腺炎,2009,29,2009-W29,68,71,139,149,gender
川崎病,2009,29,2009-W29,0,0,0,149,gender
インフルエンザ,2017,23,2017-W23,13,13,26,413,gender
RSウイルス感染症,2017,23,2017-W23,29,30,59,262,gender
咽頭結膜熱,2017,23,2017-W23,168,135,303,262,gender
Ａ群溶血性レンサ球菌咽頭炎,2017,23,2017-W23,480,399,879,262,gender
感染性胃腸炎,2017,23,2017-W23,984,857,1841,262,gender
水痘,2017,23,2017-W23,55,49,104,262,gender
手足口病,2017,23,2017-W23,129,138,267,262,gender
突発性発しん,2017,23,2017-W23,85,83,168,262,gender
ヘルパンギーナ,2017,23,2017-W23,30,40,70,262,gender
流行性耳下腺炎,2017,23,2017-W23,33,26,59,262,gender
川崎病,2017,23,2017-W23,1,0,1,262,gender
インフルエンザ,2008,47,2008-W47,76,74,150,282,gender
RSウイルス感染症,2008,47,2008-W47,70,52,122,146,gender
咽頭結膜熱,2008,47,2008-W47,20,20,40,146,gender
Ａ群溶血性レンサ球菌咽頭炎,2008,47,2008-W47,150,128,278,146,gender
感染性胃腸炎,2008,47,2008-W47,837,800,1637,146,gender
水痘,2008,47,2008-W47,88,70,158,146,gender
手足口病,2008,47,2008-W47,34,42,76,146,gender
突発性発しん,2008,47,2008-W47,41,52,93,146,gender
ヘルパンギーナ,2008,47,2008-W47,8,5,13,146,gender
流行性耳下腺炎,2008,47,2008-W47,40,41,81,146,gender
川崎病,2008,47,2008-W47,2,2,4,146,gender
インフルエンザ,2005,17,2005-W17,57,60,117,178,gender
RSウイルス感染症,2005,17,2005-W17,5,2,7,142,gender
咽頭結膜熱,2005,17,2005-W17,15,15,30,142,gender
Ａ群溶血性レンサ球菌咽頭炎,2005,17,2005-W17,77,66,143,142,gender
感染性胃腸炎,2005,17,2005-W17,359,341,700,142,gender
水痘,2005,17,2005-W17,89,77,166,142,gender
手足口病,2005,17,2005-W17,10,13,23,142,gender
突発性発しん,2005,17,2005-W17,39,38,77,142,gender
ヘルパンギーナ,2005,17,2005-W17,6,10,16,142,gender
流行性耳下腺炎,2005,17,2005-W17,71,60,131,142,gender
川崎病,2005,17,2005-W17,0,0,0,142,gender
インフルエンザ,2013,4,2013-W04,8779,8480,17259,418,gender
RSウイルス感染症,2013,4,2013-W04,53,45,98,264,gender
咽頭結膜熱,2013,4,2013-W04,47,31,78,264,gender
Ａ群溶血性レンサ球菌咽頭炎,2013,4,2013-W04,308,262,570,264,gender
感染性胃腸炎,2013,4,2013-W04,1097,1051,2148,264,gender
水痘,2013,4,2013-W04,134,92,226,264,gender
手足口病,2013,4,2013-W04,16,6,22,264,gender
突発性発しん,2013,4,2013-W04,67,59,126,264,gender
ヘルパンギーナ,2013,4,2013-W04,0,1,1,264,gender
流行性耳下腺炎,2013,4,2013-W04,23,11,34,264,gender
川崎病,2013,4,2013-W04,4,3,7,264,gender
インフルエンザ,2016,8,2016-W08,5355,5333,10688,414,gender
RSウイルス感染症,2016,8,2016-W08,19,13,32,260,gender
咽頭結膜熱,2016,8,2016-W08,34,14,48,260,gender
Ａ群溶血性レンサ球菌咽頭炎,2016,8,2016-W08,419,355,774,260,gender
感染性胃腸炎,2016,8,2016-W08,926,836,1762,260,gender
水痘,2016,8,2016-W08,38,33,71,260,gender
手足口病,2016,8,2016-W08,3,5,8,260,gender
突発性発しん,2016,8,2016-W08,60,44,104,260,gender
ヘルパンギーナ,2016,8,2016-W08,3,1,4,260,gender
流行性耳下腺炎,2016,8,2016-W08,67,45,112,260,gender
川崎病,2016,8,2016-W08,1,1,2,260,gender
インフルエンザ,2003,10,2003-W10,369,391,760,178,gender
RSウイルス感染症,2003,10,2003-W10,0,0,0,142,gender
咽頭結膜熱,2003,10,2003-W10,3,5,8,142,gender
Ａ群溶血性レンサ球菌咽頭炎,2003,10,2003-W10,46,43,89,142,gender
感染性胃腸炎,2003,10,2003-W10,454,419,873,142,gender
水痘,2003,10,2003-W10,61,64,125,142,gender
手足口病,2003,10,2003-W10,1,1,2,142,gender
突発性発しん,2003,10,2003-W10,20,26,46,142,gender
ヘルパンギーナ,2003,10,2003-W10,0,2,2,142,gender
流行性耳下腺炎,2003,10,2003-W10,16,9,25,142,gender
川崎病,2003,10,2003-W10,0,0,0,142,gender
インフルエンザ,2012,39,2012-W39,7,8,15,415,gender
RSウイルス感染症,2012,39,2012-W39,319,250,569,261,gender
咽頭結膜熱,2012,39,2012-W39,76,57,133,261,gender
Ａ群溶血性レンサ球菌咽頭炎,2012,39,2012-W39,170,122,292,261,gender
感染性胃腸炎,2012,39,2012-W39,531,467,998,261,gender
水痘,2012,39,2012-W39,56,50,106,261,gender
手足口病,2012,39,2012-W39,68,66,134,261,gender
突発性発しん,2012,39,2012-W39,106,85,191,261,gender
ヘルパンギーナ,2012,39,2012-W39,74,82,156,261,gender
流行性耳下腺炎,2012,39,2012-W39,34,24,58,261,gender
川崎病,2012,39,2012-W39,3,0,3,261,gender
インフルエンザ,2011,24,2011-W24,7,4,11,414,gender
RSウイルス感染症,2011,24,2011-W24,4,11,15,259,gender
咽頭結膜熱,2011,24,2011-W24,100,100,200,259,gender
Ａ群溶血性レンサ球菌咽頭炎,2011,24,2011-W24,379,320,699,259,gender
感染性胃腸炎,2011,24,2011-W24,921,815,1736,259,gender
水痘,2011,24,2011-W24,231,195,426,259,gender
手足口病,2011,24,2011-W24,100,85,185,259,gender
突発性発しん,2011,24,2011-W24,109,121,230,259,gender
ヘルパンギーナ,2011,24,2011-W24,42,46,88,259,gender
流行性耳下腺炎,2011,24,2011-W24,68,42,110,259,gender
川崎病,2011,24,2011-W24,2,3,5,259,gender
インフルエンザ,2019,21,2019-W21,124,94,218,413,gender
RSウイルス感染症,2019,21,2019-W21,42,31,73,260,gender
咽頭結膜熱,2019,21,2019-W21,79,61,140,260,gender
Ａ群溶血性レンサ球菌咽頭炎,2019,21,2019-W21,438,335,773,260,gender
感染性胃腸炎,2019,21,2019-W21,1028,925,1953,260,gender
水痘,2019,21,2019-W21,67,76,143,260,gender
手足口病,2019,21,2019-W21,56,53,109,260,gender
突発性発しん,2019,21,2019-W21,86,81,167,260,gender
ヘルパンギーナ,2019,21,2019-W21,12,12,24,260,gender
流行性耳下腺炎,2019,21,2019-W21,13,15,28,260,gender
川崎病,2019,21,2019-W21,2,0,2,260,gender
インフルエンザ,2024,24,2024-W24,41,38,79,419,gender
新型コロナウイルス感染症（COVID-19）,2024,24,2024-W24,868,1012,1880,419,gender
RSウイルス感染症,2024,24,2024-W24,106,78,184,264,gender
咽頭結膜熱,2024,24,2024-W24,88,62,150,264,gender
Ａ群溶血性レンサ球菌咽頭炎,2024,24,2024-W24,506,500,1006,264,gender
感染性胃腸炎,2024,24,2024-W24,731,599,1330,264,gender
水痘,2024,24,2024-W24,28,22,50,264,gender
手足口病,2024,24,2024-W24,584,492,1076,264,gender
突発性発しん,2024,24,2024-W24,47,36,83,264,gender
ヘルパンギーナ,2024,24,2024-W24,125,81,206,264,gender
流行性耳下腺炎,2024,24,2024-W24,12,10,22,264,gender
川崎病,2024,24,2024-W24,1,2,3,264,gender
インフルエンザ,2004,36,2004-W36,0,0,0,178,gender
RSウイルス感染症,2004,36,2004-W36,0,0,0,142,gender
咽頭結膜熱,2004,36,2004-W36,20,16,36,142,gender
Ａ群溶血性レンサ球菌咽頭炎,2004,36,2004-W36,26,18,44,142,gender
感染性胃腸炎,2004,36,2004-W36,150,150,300,142,gender
水痘,2004,36,2004-W36,20,13,33,142,gender
手足口病,2004,36,2004-W36,63,36,99,142,gender
突発性発しん,2004,36,2004-W36,48,47,95,142,gender
ヘルパンギーナ,2004,36,2004-W36,30,30,60,142,gender
流行性耳下腺炎,2004,36,2004-W36,15,31,46,142,gender
川崎病,2004,36,2004-W36,1,0,1,142,gender
インフルエンザ,2006,45,2006-W45,1,0,1,178,gender
RSウイルス感染症,2006,45,2006-W45,6,2,8,142,gender
咽頭結膜熱,2006,45,2006-W45,18,6,24,142,gender
Ａ群溶血性レンサ球菌咽頭炎,2006,45,2006-W45,115,100,215,142,gender
感染性胃腸炎,2006,45,2006-W45,721,678,1399,142,gender
水痘,2006,45,2006-W45,59,57,116,142,gender
手足口病,2006,45,2006-W45,39,23,62,142,gender
突発性発しん,2006,45,2006-W45,50,42,92,142,gender
ヘルパンギーナ,2006,45,2006-W45,8,1,9,142,gender
流行性耳下腺炎,2006,45,2006-W45,36,33,69,142,gender
川崎病,2006,45,2006-W45,1,1,2,142,gender
インフルエンザ,2002,31,2002-W31,0,0,0,178,gender
RSウイルス感染症,2002,31,2002-W31,0,0,0,142,gender
咽頭結膜熱,2002,31,2002-W31,18,17,35,142,gender
Ａ群溶血性レンサ球菌咽頭炎,2002,31,2002-W31,12,17,29,142,gender
感染性胃腸炎,2002,31,2002-W31,143,124,267,142,gender
水痘,2002,31,2002-W31,53,56,109,142,gender
手足口病,2002,31,2002-W31,94,84,178,142,gender
突発性発しん,2002,31,2002-W31,43,36,79,142,gender
ヘルパンギーナ,2002,31,2002-W31,167,142,309,142,gender
流行性耳下腺炎,2002,31,2002-W31,39,28,67,142,gender
川崎病,2002,31,2002-W31,0,0,0,142,gender
